user_review,pengalaman visual,fungsi,performa dan stabilitas
Bagus tapi banyak iklan kalo bisa di gratisin aja ya semuanya jadi pendengar noice pada seneng dan pasti apk ini di recommendasiin sama kerabat keluarga pokoknya semua deh kalo semua2 gratis. itu saja komen saya sekian dan Terima gaji🙏🤧,netral,netral,netral
"APLIKASI IKLAN, JGN DI DOWNLOAD,",netral,netral,netral
bikin di android tv min,netral,netral,netral
Aplikasi payah. Udh top up mahal mahal coin nya gk masuk sama sekali,netral,negatif,netral
Saya top up coin setelah itu coin tidak bertambah. Maaf saya stop dengerin konten noice,netral,negatif,netral
gmn si saya udh top up tapi gamasuk koinnya padahal di dana udah dibayar,netral,negatif,netral
GK bisa kaitkan akun kenapa ya? Sampai sekarang saya masih pakai akun tamu,netral,negatif,netral
"Program awal noice yg bagus2 malah ga diperpanjang. BOBA, OBROLAN LELAKI, DLL. KEMBALIKAN",netral,netral,netral
KEMBALIKAN PROFILE YANG LAMA DENGAN PEMBARUAN YANG EFISIEN - Melihat komentar sendiri - logo subscription yang diikuti - Melihat konten VIP yang sudah dibeli - Tampilan latar belakang yang berbeda untuk noice premium - Tampilan playlist yang dibuat pengguna sendiri dan dapat dilihat publik - Berapa koin yang dihabiskan di noice Sejauh ini masih segini Next update kalau TERIMPLEMENTASI LANGSUNG BINTANG 5 ⭐⭐⭐⭐⭐ Untuk apresiasi dari saran saya boleh email langsung,negatif,netral,netral
ini sih bakal jadi apps yang keren...dan emg bner serius bgt di take care dgn org yg tepat dan konten yg tepat,netral,netral,netral
Gimana si mau langganan pakay gopay ko gabisa. Gajelas bgt,netral,negatif,netral
"Ga ada backsound nya jd kurang greget, dan kami dclien kurang puas dgn tim Detektif Astral coba disamain dgn yg di YouTube cuma ini versi audio aja",netral,netral,netral
"Buat yg suka nonton podcast tapi yg berisi audio, nih si NOICE beneran kasi yg beda. Jadi serasa nonton podcast tanpa harus nonton video, bisa di buat buka aplikasi lainnya. Jd bisa denger konten audio favorit sambil ngerjakan pekerjaan lainnya.",netral,positif,netral
Bagus. Saran : untuk pengguna gratis tolong dibiarkan membuat playlist untuk acara vip (hanya sekedar memasukan ke playlist) supaya memudahkan saat memilih langganan channel yang mana. Terimakasih.,netral,netral,netral
Coin lama banget masuknya sama hadeuh oremium sama aja terbatasnya ternyata nyesel sayaaa,netral,negatif,netral
Sering tiba2 berhenti. Setelah d perbaharui radio nya malah ga bisa d akses,netral,negatif,negatif
"kontennya bagus2 sayang banget aplikasinya terlalu jelek. saran buat yang ngelola aplikasi, mending surrend deck! belajar lagi deck! beban tim! buta map!",netral,netral,netral
"Males bgt sekarang buka noice Iklan ny brutal banget.. apk lain kaya youtube dll jg ada premium, tp ga sebrutal ini iklan nya",netral,netral,netral
"perubahan bintang karna tim gercep buat membenahi aplikasinya, dan di dm langsung by email, makasih min",netral,netral,netral
Haiii gmn cara aktifkan noice premium ya? Tinggal beli 30 coin langsung aktif kah noice premium nya atau gmn? Soalnya saya coba gak bisa,netral,netral,netral
sangat bagus ada wadah tempat kita mendengar dan didengar pemikiran kita tentang apapun tanpa saling menghujat dalam hal apapun tapi menghargai perbedaan itu,netral,netral,netral
Fitur radio susah buat dimainkan,netral,negatif,netral
Tidak bisa login menggunakan FB dan tidak ada metode login yang bisa ditambahkan di menu profile,netral,negatif,netral
Kok gabisa keluar suaranya ???,netral,negatif,netral
Tingkatkan terus maju noice podcast sampe puncaknya oke zone,netral,netral,netral
tolong radionya diperbaiki lagi. sering bgt error soalnya...gabisa diputer,netral,negatif,netral
"Suka bgt sm ni apk, the besttt lahhhhh kalo soal podcast², gw paling demen dgr podcast ""Scary Things"" Seru bgt jujurrr, ni apk worth it bgt, mana bisa dgr offline, love love dehhhh, kalo ad bintang 10 gw ksih rat 1000/10 sihh 😁😁🤙",netral,positif,netral
saya suka dengan aplikasi ini kerena saya suka dengar podcast 👍🏻,netral,netral,netral
baguss bangettt tapi rada kesel banyak bet premiumnya,netral,netral,netral
"Lgi asik dngerin , sering x tiba"" trkluar sndri dan audio mati Pas mau dngerin lagi malah iklan , dan udh slsai iklan trkeluar lagi. Gtu aj trus",netral,negatif,negatif
Kenapa di akun saya tidak bisa langganan bulanan lagi?,netral,netral,netral
"Bintang dinaikin karena udh dibaca, keluhan terbesar yaitu sering terjadi bug dan tiba2 berhenti, pas di nyalain lagi malah dibikin lebih bete lagi karena nungguin iklan setengah menit, hal kyk gini bikin bete bgt",netral,netral,negatif
Aplikasi nya bagus banyak cerita horor tapi kenapa film sudah di donwload gk bisa di putar anying kenapa bisa gk buang data emang aa ettdah negatif gua,netral,negatif,netral
"Koq g bisa masuk ya,apa ada gangguan, tlng di jawab",netral,netral,negatif
bermanfaat sekali.. sambil mengerjakan sesuatu sambil menambah wawasan,netral,netral,netral
"Ada bug di Noice ,pas play vidio podcast sering ke puter sendri layarnya",negatif,netral,netral
Lihat subscribe nya jadi gak bisa,netral,netral,negatif
Cara hilangin overlay dibawah gimana ya? Terus cara ganti akun sebelah mana? Atau gabisa ganti akun?,netral,netral,netral
Tempat paling asyik dan seru. Iklanya normal gak mengganggu ketika dengerin podcast.,netral,positif,netral
Iklannya suka ngebug tolong lah ganggu bgt!!!!,netral,negatif,netral
Kenapa setiap 5 menit mati kalau streaming podcast padahal jaringan lancar mohon di perbaiki .,netral,negatif,netral
aplikasi lumayan untuk dengerin radio online,netral,netral,netral
enak buat kita gak bosen dengar nya karena banyak yang seru di dengar,netral,netral,netral
Pake wifi gak mau muter,netral,negatif,netral
Opini Tengah Malam kok gak ada lagi ?,netral,netral,netral
"Gatau kenapa tadi sore dengerin Romance Dawn baru dapet setengah, iseng liat traffic paket data kok tiba"" 1,5GB. Ada apa ini, padahal cm mode suara gapake video",netral,negatif,netral
aplikasi tulil sinyal gua lancar tapi pas nge play malah macet-macet gajelas. emang paling bener denger podcast di ijo ajaa njinkkxxx,netral,negatif,netral
Kurang suka sama cara iklan nya Noice. Ga bisa langsung atur waktu otomatis mati pas masih iklan,netral,netral,netral
"dikit dikit iklan, ganggu bener asli",netral,netral,netral
"Hai Develop Noice, Ada kendala putar otomatis antar part di audiobook, baik antar judul dalam satu buku audiobook mampun sesama audiobook lainnya dalam menu antrean. Ini terjadi saat file audio di dengarkan saat live / on data internet. Coba di lagi, Semoga lebih baik Noice ✅😉",netral,negatif,netral
kalo bisa save data di sd lebih ok,netral,netral,netral
trio kurnia always in my heart,netral,netral,netral
"Kurangi durasi iklan, iklan 30 detik bisa muncul 2x",netral,netral,netral
bagus seru gak gabut kalo gak ada kuota,netral,positif,netral
"Iklan nya makin lama cuyy.. lagi dengerin cerita pas pergantian, iklan.. bikin denger cerita ga tegang lagi",netral,netral,netral
Udh download podcast tp pas dilihat didownload msh kosong,netral,negatif,netral
Bisakah ditambahkan fitur Widget ?,netral,netral,netral
"OK PUNYA, KONTEN AUDIO YG KREATIF, & SATU DALAM SEMUA, BANYAK FITUR serta PADA SAAT BERPINDAH KONTEN__PEMUTARAN KONTEN YG MASIH BERJALAN MASIH BERLANGSUNG dalam Mode MINIMIZED.NAMUN ,ADA KEKURANGAN, semisal : RADIO ditiap daerah MASIH SEDIKIT & adanya IKLAN ROKOK, walaupun kalau berlangganan iklan TIDAK ADA. TERIMAKASIH, MUDAH MUDAHAN KEDEPANNYA BANYAK FITUR YG BERGUNA DI SEMATKAN & SEMAKIN KREATIF. THANX LARGE.",positif,positif,netral
"aplikasi apaan sih, dah di download malah ga bisa di play, jelek apk nya",netral,negatif,netral
"Aplikasi ini sangat menyenangkan, banyak podcast yang seru dan edukatif disini",netral,netral,netral
Sekarang kalo comment gak keliatan di aktifitas ya? Semenjak beli VIP,netral,netral,netral
"bagus, cuman ya tetap sama aja, berbayar kalau ngga mau ada iklan wkwk. tapi saya puas kok. bisa dengar podcast kesukaan saya",netral,positif,netral
Semenjak abis update klo ada yg tipe video suka keluar sndiri gk bisa fullscreen aneh! Bnerin lg lah tolong lah noice bete ni paranoice nnti,negatif,netral,negatif
sangat baik untuk di dengar setiap hari,netral,netral,netral
"aplikasinya bagus,,, bisa di cobaa",netral,netral,netral
Kenapa harus premium sih kocak jadi males gw dengeri nya. Dah itu konten yang free jadi dikit lagi. Pendapatan dari iklan aja udah banyak ini di tambah lagi di suruh premium hedeh,netral,netral,netral
"Aplikasi paling favvv❤️❤️ all podcast, cerita yg di apk ini baguss semuaaa",netral,netral,netral
Skrg noice malah harus bayar pake koin untuk beberapa konten. Mana ada iklan dimana-mana,netral,netral,netral
Radio kesukaan saya dakta sudah bisa 😁,netral,netral,netral
Kembalikan podcast sex and J-city,netral,netral,netral
Podcast Hiburan & sumber informasi terbaik saat ini,netral,netral,netral
Seruuuu banget cerita podcastnya bener² cocok untuk menemani waktu luang,netral,netral,netral
Bagus nih saya mudah dengar radio mantab,netral,positif,netral
Buat membership lah biar dengan podcast lebih murah,netral,netral,netral
"baru download, mudah mudahan bagus 🙉",netral,netral,netral
"""jadi gini moi bi nat""",netral,netral,netral
Sering force close dan pemutarnya restart playing,netral,negatif,negatif
Aman laah...bisa buat dengerin radio kalo lagi d bus dll. Ada podcastnya juga yg lucu2....,netral,netral,netral
"Apps gajelas, udah beli konten premium tapi ada iklannya.",netral,negatif,netral
Terlalu ribet tampilannya. Enak youtube saja simpel. Pamit. 🙏,negatif,netral,netral
Sepertinya ada 𝘣𝘶𝘨 di beberapa fitur. Seperti pada fitur 𝘥𝘰𝘸𝘯𝘭𝘰𝘢𝘥. Konten-konten yg sudah diunduh seringkali tidak bisa diputar. Mohon segera diperbaiki.,netral,negatif,netral
teman iseng dan teman lg BT,netral,netral,netral
Video podcast tidak bisa diplay,netral,negatif,netral
"aplikasi the best, banyak menyediakan konten-konten keren",netral,netral,netral
Terima kasih banyak untuk aplikasi noice,netral,netral,netral
"Gimana caranya langganan noice premium, kenapa gk bisa di klik",netral,negatif,netral
"Mahal, ada iklannya lg skrg👎",netral,netral,netral
"Cuma kurang kontenya aj, semua sudah keren, ap lgi ad fitur video skrng",positif,positif,netral
"Bagus banget apl nya, apalagi ada scary things favorit saya",netral,netral,netral
Banyak bug dan aplikasi kurang lancar,netral,netral,negatif
"Masa mau dengerin podcast setiap 5 detik langsung auto lanjut ke eps berikutnya mana sebelumnya harus ada iklan yang gak bisa diskip ""lazada happy lazada happy kirim cepat gratis ongkir uangmu kembali lazada selalu bikin happy enggak happy b.ngs.t",netral,netral,netral
Udah langganan premium tapi pas mau perpanjang langganan kok bingung gini ya gimana ?,netral,netral,netral
"Kapitalis, bayar untuk sesuatu yg ga worth it, mending langganan vidio bisa nonton liga inggris",netral,netral,netral
"pokoknya bintang lima, lagi males nulis banyak banyak..tau kan artinya bintang lima?",netral,netral,netral
"Bngst kontrak lambemu gak diperpanjang, inget yang bikin lu gede siapa bngst",netral,netral,netral
Halo noice. Saya mau tanya. Saya beli coin. Tapi belum masuk-masuk ke akun saya. Ada kendala dimana ya?,netral,netral,netral
mantap fiturnya banyak pilihan dan informatif,netral,positif,netral
Sistemnya kenapa ga dibikin berlangganan ajaa? Jauh lebih mahal kalo pake koin,netral,netral,netral
Platform sepi kebanyaan iklan kntl!,netral,netral,netral
suka banget dengan aplikasi ini tapi tolonglah masa mau dengerin episode baru harus bayar pakai coin? udah gitu harga koin mahal banget,netral,netral,netral
"Gilaaaa!!! ini tu keren banget, asik, love you full noice 😘😘😘",netral,netral,netral
"Biasa saja, tapi seru juga sih.",netral,netral,netral
ok bgt...bisa nemenin hari2 dengan stay on noice,netral,netral,netral
"Kenapa gk bisa download, bulan lalu lancar"" aja sekarang malah gk bisa ""menunggu"" terus gk jalan"" Udh di DM belum di respon",netral,negatif,netral
"aplikasi pengantar tidur, bagus bgttt",netral,netral,netral
"Mungkin untuk konten vip kedepannya jangan pakai koin, langsung biaya bulanan kalo bisa",netral,netral,netral
"Bener2 kebanyakan iklan, mao nyari salah satu eps trio kurnia aja malah denger iklan bejibun. Payah",netral,netral,netral
Seruuu rebahan sambil dengerin cerita Horor 😁,netral,netral,netral
Buat aku yang lebih suka mendengarkan apk ini bagus banget. Tapi nggak tau kenapa saat ini susah banget buat bikin audiogram nya kenapa ya?,netral,netral,netral
terlalu banyak iklan yang ganggu gak kaya dulu lagi,netral,netral,netral
download ini gara gara liat syifa angga,netral,netral,netral
Keeren bgt ni bisa dengerin dimana aja trus jg lucu2,netral,netral,netral
Awal2 enak aja ya.. dengerin smbil buka aplikasi lain. Kayk online shop gt. Lah kesini sini kok sering mati sendiri. Kl dbuat buka aplikasi lain.. kn kesel yam. Hemmmm,netral,negatif,netral
"Platform untuk mendengarkan podcast (pure podcast) dengan kualitas suara yang bagus, dan hampir semua jenis podcast ada disini",netral,positif,netral
Kok jadi banyak iklan nya sih,netral,netral,netral
peredaran puncaknya menyelera dan dapat membuat seolah baru sama seperti keinginan berpendapat,netral,netral,netral
"Aseek dengerin, cerita dan podcast disini , sangat menyenangkan dengan kualitas audio yang baik",netral,positif,netral
perpaduan hiburan dan teknologi mutakhir,netral,netral,netral
"Seneng , bisa nambah ilmu, jadi tau",netral,netral,netral
Aplikasi ny sering bgt stuck di logo noice gk bisa msk,netral,netral,negatif
Mau dengerin podcast bagus dikit harus bayar,netral,netral,netral
"Tingkat kan Fitur Video nya, Dengan Tampilan Landscape, Konfirmasi 🙏❓",netral,netral,netral
"Semakin lama, makin menjadi durasi iklannya. Baik itu di awal konten maupun di akhir, dipaksa buat nonton dua iklan yang total durasinya hampir semenit. Its okay kalo iklan jadi salah satu sumber pendapatan dan sarannya iklan mungkin bisa diselipin di tengah konten. Tapi kalo tetap begini, bisa ngaruh kenyamanan pendengar dan lama kelamaan bukan gk mungkin Noice ditinggalkan, sebab kalah kualitas dengan Spotify.",netral,netral,netral
"Nutup pemutaran sebelumnya ga bisa, mau muter konten baru ,yang play malah konten sebelumnya aneeehhhhhh",netral,negatif,netral
"Respon admin cpet ketika ad kluhan, aplikasi pas buat nmenin krja ataupun nyantai...",netral,netral,netral
"Mantap.. konten²nya memuaskan, apalagi VIP nya seru untuk didengar, saran dong untuk podcast Musuh Masyarakat diperbanyak lagi versi videonya min hehe",netral,netral,netral
"Ini aplikasi versi webnya sangat jelek, dan susah banget buat di gunakan kenapa tidak dibenerin versi webnya? Tidak semua orang mendengarkan dengan gadget apalagi orang"" kantoran yang hampir seharian di depan komputer, kalo masalah akun kan tinggal login tapi kenapa tidak lancar versi webnya. Saya harap cepat di benerin versi webnya dan gampang di gunakan.",netral,netral,netral
Noice cuma buat dengerin trio kurnia,netral,netral,netral
cinta bangettt sama aplikasi inii🫠🫠🫠,netral,netral,netral
Konten vip yg beli pakek koin tolong di hilangin dong bro.,netral,netral,netral
Kenapa jadi ribet gini perasaan dulu gak gini,negatif,netral,netral
Sekalian aja ni jadiin aplikasi berbayar apa2 harus bayar yang jelek2 baru di gratisin dasar kapitalis,netral,netral,netral
"ini seru sih sumpah tapi untuk masukin namanya susah banget, aku kasih 5 bintang deh",negatif,netral,netral
Download dan install Noice cuma buat denger Trio Kurnia,netral,netral,netral
Entah kenapa akhir2 ini tiap dengerin podcast audio selalu mati sendiri dan harus di play lagi play lagi manual. Cape bgt !!,netral,negatif,netral
"Parah noice update terus, maksa lagi gak bisa tunda. Aplikasi makin berat",netral,netral,negatif
"Akhir akhir ini, kenapa force close mulu ya? Buka apk lebih berat ga pernah gini. Next update tolong diperbaiki dong",netral,netral,negatif
berbayar mahal bgt dah huhu,netral,netral,netral
Yang kurang. Saya download audio buat dengerin nanti malem. Tp ga tau caranya lihat downloadnya. Kurang simple. Trs di kasih tema juga dong di apk nya. Fitur downloadnya di kasih di profil. Sama bisa di bagi / namanya bisa di msukin folder download an dg nma download an yang beda gitu download an nya.,negatif,netral,netral
"Buat Room Live kok ga bisa ya, ga muncul tombolnya",negatif,netral,netral
Log in akun lama kok banyak podcast2 yg didownload malah pada hilang?,netral,netral,netral
"1. UI nya ga familiar, ribet 2. Kalo bisa sih semua kontennya VIP, dibikin eksklusif aja, konten gratisannya bisa kasih sample 2 menit, jangan full 3. Atau dibikin kaya OTT, berlangganan. 4. Kasih batas pemutaran buat yang ga bayar, 1 jam/hari misalnya 5. Tiap mau play harus log in, scan wajah, biar yang dengerin dan komentar ga asal",negatif,netral,netral
"Overall semua podcaster bagus pas awal awal, tapi makin kesini makin banyak podcast podcast asik malah bungkus. Uda gak ngerti sama noice mau dibawa kemana, dahlah spotify emang yang paling bener. Btw thx 4 hiburan nya",netral,netral,netral
Gimana cara login lagi akun noice ya? Gak sengaja ke klik keluar akun,netral,netral,netral
𝐛𝐚𝐠𝐮𝐬𝐬 𝐬𝐢𝐜𝐡.... 𝐜𝐮𝐤𝐮𝐩 𝐥𝐮𝐦𝐚𝐲𝐚𝐧 𝐨𝐤..,netral,netral,netral
"RIP Noice, Podcast Favorit gw pada bungkus, terimakasih atas hiburan 4 tahun terakhirnya. Sekarang Spotify terbaik",netral,netral,netral
"Aplikasi keren, beneran tempat kumpul konten audio. Ada podcast, musik, radio, sampe buku audio juga ada.",netral,netral,netral
Konten nya seru..pokonya aplikasi terbaik semoga aplikasi yang bisa semakin berkembang dan sukses selalu semua,netral,netral,netral
Apk nya belum di pake udah ada notip maaf eror apk apaaan ini cuk,netral,netral,negatif
"Bintang 1 dulu, ntar kalau CKH udah rilis tak kasih bintang5",netral,netral,netral
"Cuma pengen nonton mamat vs abdur.. Klo programnya bagus bagus, nanti bintangnya di tambah deh",netral,netral,netral
Bagus tp kalau pas lagi degar mau tidur tiba tiba iklan dan langsung kaget apalagi pas pakai henset bikin jantugan,netral,netral,netral
"entah kenapa sekarang buka app noice berat banget,lambat dan hasil download gk bisa di play.tadinya mau kasih bintang 5 tapi turun deh jadi 4 mohon di perbaiki biar nanti bisa update lagi.terimakasih",netral,netral,negatif
iklan nya kalau bisa di kurangin ..terimakasih,netral,netral,netral
Top up coin gagal terus,netral,netral,netral
"Beberapa pacdcast kalo mau dengerkan harus pake koin. Kalo bisa biaya top up koin nya di murahin, dan kalo bisa juga ada cek-in harian yg hadiah berupa koin jga.",netral,netral,netral
Suka tiba tiba keluar sendiri,netral,netral,negatif
"cerita di audio series nya bagus, hidup, gak monoton tapi saran, yang dubbing gak perlu terlalu ""lebay"" seolah-olah karna terkadang malah jadi ""apasih kok gini"" gitu. bisa disesuaikan aja dengan script yang ada, krna ini kan fokusnya untuk didengar bukan ditonton.",netral,netral,netral
serunya podcast di noice muantap rek....👍,netral,netral,netral
salah satu podcast terbaik di Indonesia,netral,netral,netral
saya sangat suka dan keren abis lah pokao nya,netral,netral,netral
Pokonya cocok banget buat orang yg suka ngedengerin podcas2 tapi berbentuk audio seru banget konten2nya,netral,netral,netral
Gak sebagus waktu awal awal,netral,netral,netral
"mantap jiwa , Indonesia merdeka!!! merdeka!!! merdeka !!!",netral,netral,netral
video terbaru rata rata vip,netral,netral,netral
"Akhir akhir ini semakin di update semakin banyak bug,saat mendengarkan audiobook sering keluar sendiri",netral,negatif,negatif
Karena bagus Buatan lagu nya atau suaranya bagusss bgt,netral,netral,netral
"Kok saya mau dengerin tiba2 gk bisa padahal sinyal saya bagus tapi malah gk bisa di putar, terus pas saya coba lagi ee malah gk bisa di putar semua podcast yg sayang subscribe tolong yaa maaf bintang 2 yaa",netral,negatif,netral
Memang kita membutuhkan sponsor buat mengembangkan usaha tapi gk di tengah -tengah podcast juga,netral,netral,netral
The best pandeka n trio kurnia... Kurrr kurrrr kurrrr,netral,netral,netral
seneng bangett sm crita horor ny,netral,netral,netral
"mantap, mengisi hari-hariku dengan berbagai konten yg dapat didengar. lebih byk lagi konten hiburannya",netral,netral,netral
"Noice adain fitur download podcast ke kartu SD dongg, penyimpanan internal penuh nihh.. btw fitur noice premiumnya keren juga",netral,netral,netral
kapan2 bisa lah kasih bonus koin,netral,netral,netral
"Jd ga bs dibuka, pdhl dah install ulang berkali2",netral,netral,negatif
makasih udh buat aku bisa tidur sambil dengerin cerita semuga sehat selalu aminn,netral,netral,netral
Terlalu dini untuk membuat podcast menjadi konten berbayar,netral,netral,netral
Gimana sih caranya bikin premium?? Ntar kalo dah dijawab bintangnya dinaikin,netral,netral,netral
Makin bagus banget nih aplikasi Sering mati + keluar sendiri dr aplikasi Disuruh bayar ngikut bayar Volume kenceng waktu iklan tetep didengerin meskipun kuping sakit Sekarang jd sering mati + keluar dr aplikasi Hebat hebat Klo bisa kedepannya gk bisa dibuka gitu aplikasinya biar makin seru,netral,negatif,negatif
banyak podcast seru disini dan juga menyenangkan,netral,netral,netral
aplikasi ini membuat saya merasa nyaman,netral,netral,netral
Ini saya mau dengerin musik radio tapi gak ada nyalain tolong dong baikin lagi!!!,netral,negatif,netral
"Kontennya menarik dan recomended tapi bugs nya ganggu, sering lag kadang eror ampe ga bisa diapa apain. Mohon sering diperbaiki",netral,netral,negatif
"Udah engga semenarik dulu, terlalu banyak konten VIP yang engga berbobot, percuma beli koin.",netral,netral,netral
Konten yg saya beli knp bnyk yg kevtutup,netral,netral,netral
Apa apa pake duit skrg haha,netral,netral,netral
Ada bug saat autoplay di audiobook loncat satu episode lebih. Jadi kalau saya setel ep 1 langsung autoplay ke episode 3. Aneh banget.,netral,negatif,netral
Kenapa sekarang kok tidak ada fitur video?,netral,netral,netral
"Tiba"" mati sendiri. Suara iklan lebih keras. Terus kalau dengerin podcast tertentu harus isi top up coin. Sudah Tidak sebagus dulu",netral,negatif,negatif
"Kenapa gua beli noice premium paket bulanan 150 koin, tp baru unlock 3 podcast udah gak bisa, padahal baru beli paket noice premium 4 harian, udah gak bisa",netral,netral,netral
Saya login kok tidak kunjung dapat kode otp yaa,netral,negatif,netral
"Ga Jelas, udah beli premium malah konten vip ga bisa diakses",netral,negatif,netral
"Setelah update iklannya jadi banyak bgt, tolong kembalikan noice yg dulu",netral,netral,netral
"Gini banget kalo udah laku , semenjak ada fitur VIP ya kali udah denger pake kuota sekarang malah bayar pake uang Sumpah kecewa banget sih sama noice Tapi maap kamu terlalu cari uang sekarang Terima kasih selama covid udah nemenin aku Pengen tetap jadi langganan tapi noice udah gak asik",netral,netral,netral
bagus udah itu aja bingung mau ngomong apa intinya ya bagus oke,netral,netral,netral
Banyak iklan gabisa di skip. Mau tekan apaapa harus iklan dulu,netral,netral,netral
"Udah di update versi terbaru tapi masih ga bisa join premium, katanya kalo buka gembok ada dua opsi tapi ga ada. Udah di refresh berulang ulang tetep aja belum muncul opsi join premiumnya.",netral,netral,negatif
"Kok makin kesini makin kesana arah dari tujuan noice, yang awalnya sebagai hiburan gratis mengisi kekosongan waktu, malah hiburan berbayar yang tujuan awalnya menghibur masyarakat, malah menguras kantong masyarakat. Apakah noice emang fokus banget cari cuan sampe sampe melupakan tujuan awal?bisa saya kasih contoh konten musuh masyarakat S1 sampe S4, itu ga ada pake koin, baru kemudian S5 pke koin, apa noice akan perlahan lahan menjadi musuh masyarakat beneran apa gimana, sebegitunya cari cuan🤐",netral,netral,netral
"Talentnya sekarang udah gak seseru dulu, ditambah sekarang hampir semua konten diduitin. Kalah sama spotify.",netral,netral,netral
makin kesini makin banyak iklan.,netral,netral,netral
enak bgt didenger pas perjalanan biar ga gabut.,netral,netral,netral
"Servernya benerin lah fakk, masa macet macet mulu dengerinnya.",netral,negatif,negatif
"Keren menghibur, tolong buat khusus untuk PC",netral,netral,netral
"akhirnya pensiun dari noice setelah 350 jam mendengarkan. bukan tanpa alesan, tapi sekarang parah bener.. iklan bukan masalah besar, tapi fitur VIP yang bayar puluhan ribu cuma buat buka 1 episode, mending kalo VIP bayar sekali tapi bisa buka semua episode.. kalo satu satu ya rungkad. mending kabur ke spotipi yeey",netral,netral,netral
"Gara² ada si trio kurnia .. om vincent, om desta dan komandan andre .. aq jadi download nih apk 😆",netral,netral,netral
Enk banget dengerin d home store.. Peneman sepi iya😂 peneman tidur iya.. Sukses yaa,netral,netral,netral
heran padahal wifi lancar ttp aja lag,netral,netral,negatif
"Abis update mlah sering Buffering,,, download pun lama,,, pdhl gue buka yutub n lain2, lncar2 aj...",netral,netral,negatif
mantap tetap lah noice seperti biasa,netral,netral,netral
Tambahin dong untuk stasiun radio Makassar ya min,netral,netral,netral
Terlalu banyak konten yang berbayar dan episode sering telat,netral,netral,netral
Bintang lima demi abdur vs mamat,netral,netral,netral
Alhamdulillah sudah ada fitur berlangganan,netral,netral,netral
ah noice keren.... slalu suka dnger trio kurnia🥳,netral,netral,netral
"Sekarang harus bayar kalo mau dengerin yg terbaru, suck",netral,netral,netral
Sudah beli paket musmas besoknya tidak bisa,netral,netral,netral
"Ini noice kenapa sih, padahal udah didownload, tapi nggak bisa di puter",netral,negatif,netral
"Aplikasi ini sudah bagus, cocok untuk berbagai kalangan",netral,netral,netral
"Mahal juga koin nya, susah dijangkau bagi saya, ada podcast artist yg g menarik"" amat malah podcast daerah yg bagus udh bungkus. Hanya tersisa berizik yg g byk VIP nya. Kalau berizik Bungkus atau harus VIP g ngerti lagi ngapain install noice.",netral,netral,netral
Siaran nya gk ada macet. Aplikasi yg bersih dan mudah utk di explore walaupon pengguna luar dr Indonesia. Good job and it's fantastic,netral,positif,positif
Ribet harus pake koin skrng,netral,netral,netral
"Akhir² ini sering eror,bertahan gara² trio Kurnia",netral,netral,negatif
Saya pengguna baru aplikasi ini. Sangat menghibur dan kualitas konten dan suaranya juga bagus.,netral,positif,netral
Aplikasi podcast terbaik dan recommended,netral,netral,netral
aplikasi yang selalu menemani perjalanan depok - jakarta,netral,netral,netral
"cocok banget di semua aktivitas sehari-hari, fitur"" nya juga oke semua,, pokoknya aplikasi ini emang khusus buat entertain masyarakat, untuk iklan nya juga masih bersahabat Semoga kedepannya aplikasi ini kedepannya semakin berkualitas",positif,positif,netral
awalnya pas download dan dengerin NOICE radio agak ragu takutnya sinyalnya putus2 tapi pas dengerin jadi aku puas sekali meskipun aku lagi diperjalanan yang penting tetap menghibur sekaligus thank you ya NOICE🥰🥰🥰🥰🥰😍😍😍🙏🙏,netral,positif,netral
"Aplikasi audio konten yang sangat bermutu, dengan tampilan aplikasi yang terus di perbaiki menjadi lebih user-friendly",positif,netral,netral
"Ayolahhh kenapa notifikasi nya nyepam banget, udah di disable semua lohh pengaturan di apps nya",negatif,netral,netral
"Isinya kebanyakan artis ngobrol gak jelas, ketawa ketiwi doank, gak ada pelajaran yg di ambil...",netral,netral,netral
"Saya tidak bisa login krna cuma ada daftar doang, padahal dah ada akun, apa saya yg gaptek?",netral,netral,netral
"keren aplikasi nya, semangat bang",netral,netral,netral
"top up berhasil , tapi coin tidak bertambah",netral,negatif,netral
sangat bagus kalau mau tidur dan yang kurang itu tolong iklannya kasih tidak ada dongk,netral,netral,netral
"Sekarang terlalu banyak eps khususnya audioseries yang awalnya gratis sekarang ingin dengerin lagi banyak yang harus pake koin, kadang saat memutar podcast buffering tidak jelas",netral,negatif,netral
"Gw suka aplikasinya tapi kalau ga bisa login buat apa ya wkwkwk, habis di update ga bisa login via facebook",netral,negatif,netral
gara gara nonton musuh masyarakat di youtube lucu terus download noice mau nonton full nya malah harus bayar weelehhh,netral,netral,netral
Udah di update.. Nge bug.. Gak bisa kebuka.. Giliran hapus data.. Ehh sesudah log in File2 hasil download hilang semua Padahal awal2 mah ada bug gini.. Gak ngaruh ke hasil download... Meski di hapus data juga,netral,netral,negatif
Kurangin bintang karena podcast favorit udah pada bungkus,netral,netral,netral
Ini bayar ato nggk sih ?? Udh bagus kok,netral,netral,netral
"Aplikasi sejuta BUG,,bentar_bentar ngeBug... Servernya payah,,bagusan server Zeus.. Hadeuhh",netral,netral,negatif
4 star dlu yah karena blom bisa d download di google tv.,netral,netral,netral
"Sebelumnya sangat bagus , namun entah mengapa aplikasi tidak mau terbuka secara tiba tiba , mohon bugnya segera di fix min 🙏🙏😁",netral,netral,negatif
