,user_review,pengalaman visual,fungsi,performa dan stabilitas,case_fold,remove_punctuation,remove_whitespace,stopword_removal,normalize,tokenize
176,"Sekarang aplikasi sering crash, padahal dulu gak pernah crash atau error. Kenapa ya?",0,0,-1,"sekarang aplikasi sering crash, padahal dulu gak pernah crash atau error. kenapa ya?",sekarang aplikasi sering crash padahal dulu gak pernah crash atau error kenapa ya,sekarang aplikasi sering crash padahal dulu gak pernah crash atau error kenapa ya,aplikasi crash gak crash error ya,aplikasi crash enggak crash error ya,"['aplikasi', 'crash', 'enggak', 'crash', 'error', 'ya']"
177,Thank u noice udah ada musmas ber tiga,0,0,0,thank u noice udah ada musmas ber tiga,thank u noice udah ada musmas ber tiga,thank u noice udah ada musmas ber tiga,thank u noice udah musmas ber,thank lu noice sudah musmas ber,"['thank', 'lu', 'noice', 'sudah', 'musmas', 'ber']"
178,"Noice keren yg selalu menemani aku dimana aja, dijalan arah balik gawe, pulang gawe keren polll sukses trusss noicee",0,0,0,"noice keren yg selalu menemani aku dimana aja, dijalan arah balik gawe, pulang gawe keren polll sukses trusss noicee",noice keren yg selalu menemani aku dimana aja dijalan arah balik gawe pulang gawe keren polll sukses trusss noicee,noice keren yg selalu menemani aku dimana aja dijalan arah balik gawe pulang gawe keren polll sukses trusss noicee,noice keren yg menemani dimana aja dijalan arah gawe pulang gawe keren polll sukses trusss noicee,noice keren yang menemani dimana saja dijalan arah gawe pulang gawe keren polll sukses terus noicee,"['noice', 'keren', 'yang', 'menemani', 'dimana', 'saja', 'dijalan', 'arah', 'gawe', 'pulang', 'gawe', 'keren', 'polll', 'sukses', 'terus', 'noicee']"
179,Bagus Bgt seru apalagi aku suka denger Scary tings,0,0,0,bagus bgt seru apalagi aku suka denger scary tings,bagus bgt seru apalagi aku suka denger scary tings,bagus bgt seru apalagi aku suka denger scary tings,bagus bgt seru suka denger scary tings,bagus banget seru suka dengar scary tings,"['bagus', 'banget', 'seru', 'suka', 'dengar', 'scary', 'tings']"
180,"Nyesel update aplikasi, ga bisa di buka saat offline.",0,0,-1,"nyesel update aplikasi, ga bisa di buka saat offline.",nyesel update aplikasi ga bisa di buka saat offline,nyesel update aplikasi ga bisa di buka saat offline,nyesel update aplikasi ga buka offline,menyesal update aplikasi enggak buka offline,"['menyesal', 'update', 'aplikasi', 'enggak', 'buka', 'offline']"
181,"Q suka cerita horor nya sm sejarah ny,bagus bgt buat temenin klo lg masak dan kegiatan lainny",0,0,0,"q suka cerita horor nya sm sejarah ny,bagus bgt buat temenin klo lg masak dan kegiatan lainny",q suka cerita horor nya sm sejarah nybagus bgt buat temenin klo lg masak dan kegiatan lainny,q suka cerita horor nya sm sejarah nybagus bgt buat temenin klo lg masak dan kegiatan lainny,q suka cerita horor nya sm sejarah nybagus bgt temenin klo lg masak kegiatan lainny,ku suka cerita horor nya sama sejarah nybagus banget temenin kalau lagi masak kegiatan lainny,"['ku', 'suka', 'cerita', 'horor', 'nya', 'sama', 'sejarah', 'nybagus', 'banget', 'temenin', 'kalau', 'lagi', 'masak', 'kegiatan', 'lainny']"
182,Habis update malah nyedot kuota. Maksa ke video mulu. Padahal konten udah didownload,0,-1,0,habis update malah nyedot kuota. maksa ke video mulu. padahal konten udah didownload,habis update malah nyedot kuota maksa ke video mulu padahal konten udah didownload,habis update malah nyedot kuota maksa ke video mulu padahal konten udah didownload,habis update nyedot kuota maksa video mulu konten udah didownload,habis update nyedot kuota maksa video mulu konten sudah didownload,"['habis', 'update', 'nyedot', 'kuota', 'maksa', 'video', 'mulu', 'konten', 'sudah', 'didownload']"
183,"Kenapa setiap mau beli koin selalu tidak dapat menyelesaikan pembelian. Pastikan anda telah memilih negara yang benar akun Play anda, padahal sebelumnya tidak ada yang di otak atik dan aman aman aja saat beli koin",0,0,0,"kenapa setiap mau beli koin selalu tidak dapat menyelesaikan pembelian. pastikan anda telah memilih negara yang benar akun play anda, padahal sebelumnya tidak ada yang di otak atik dan aman aman aja saat beli koin",kenapa setiap mau beli koin selalu tidak dapat menyelesaikan pembelian pastikan anda telah memilih negara yang benar akun play anda padahal sebelumnya tidak ada yang di otak atik dan aman aman aja saat beli koin,kenapa setiap mau beli koin selalu tidak dapat menyelesaikan pembelian pastikan anda telah memilih negara yang benar akun play anda padahal sebelumnya tidak ada yang di otak atik dan aman aman aja saat beli koin,beli koin tidak menyelesaikan pembelian pastikan memilih negara akun play tidak otak atik aman aman aja beli koin,beli koin tidak menyelesaikan pembelian pastikan memilih negara akun play tidak otak atik aman aman saja beli koin,"['beli', 'koin', 'tidak', 'menyelesaikan', 'pembelian', 'pastikan', 'memilih', 'negara', 'akun', 'play', 'tidak', 'otak', 'atik', 'aman', 'aman', 'saja', 'beli', 'koin']"
184,ada iklan di akhir vidio,0,0,0,ada iklan di akhir vidio,ada iklan di akhir vidio,ada iklan di akhir vidio,iklan vidio,iklan vidio,"['iklan', 'vidio']"
185,Noice knp aplikasimu pada saat mau di buka loading lama sekali (looping di open loading nya)pdhal sebelum nya tidak gini loh 😢,0,0,-1,noice knp aplikasimu pada saat mau di buka loading lama sekali (looping di open loading nya)pdhal sebelum nya tidak gini loh 😢,noice knp aplikasimu pada saat mau di buka loading lama sekali looping di open loading nyapdhal sebelum nya tidak gini loh ,noice knp aplikasimu pada saat mau di buka loading lama sekali looping di open loading nyapdhal sebelum nya tidak gini loh,noice knp aplikasimu buka loading looping open loading nyapdhal nya tidak gini loh,noice kenapa aplikasimu buka loading looping open loading nyapdhal nya tidak begini loh,"['noice', 'kenapa', 'aplikasimu', 'buka', 'loading', 'looping', 'open', 'loading', 'nyapdhal', 'nya', 'tidak', 'begini', 'loh']"
186,Sekarang malah error mau pilih dengerin audio doang ga pake video malah gabisa dan kudu dengerin dan play video jadi boros kouta,0,-1,0,sekarang malah error mau pilih dengerin audio doang ga pake video malah gabisa dan kudu dengerin dan play video jadi boros kouta,sekarang malah error mau pilih dengerin audio doang ga pake video malah gabisa dan kudu dengerin dan play video jadi boros kouta,sekarang malah error mau pilih dengerin audio doang ga pake video malah gabisa dan kudu dengerin dan play video jadi boros kouta,error pilih dengerin audio doang ga pake video gabisa kudu dengerin play video boros kouta,error pilih dengarkan audio doang enggak pakai video enggak bisa kudu dengarkan play video boros kouta,"['error', 'pilih', 'dengarkan', 'audio', 'doang', 'enggak', 'pakai', 'video', 'enggak', 'bisa', 'kudu', 'dengarkan', 'play', 'video', 'boros', 'kouta']"
187,Kasih opsi matiin video jangan otomatis nyala.. makan kuota aja sial,0,-1,0,kasih opsi matiin video jangan otomatis nyala.. makan kuota aja sial,kasih opsi matiin video jangan otomatis nyala makan kuota aja sial,kasih opsi matiin video jangan otomatis nyala makan kuota aja sial,kasih opsi matiin video otomatis nyala makan kuota aja sial,kasih opsi matiin video otomatis nyala makan kuota saja sial,"['kasih', 'opsi', 'matiin', 'video', 'otomatis', 'nyala', 'makan', 'kuota', 'saja', 'sial']"
188,"Periode 4 November ke 4 Desember bikin rugi bgt, udh buka noice premium eh malah podcaster nya gak ada update-update 🤮",0,0,0,"periode 4 november ke 4 desember bikin rugi bgt, udh buka noice premium eh malah podcaster nya gak ada update-update 🤮",periode 4 november ke 4 desember bikin rugi bgt udh buka noice premium eh malah podcaster nya gak ada updateupdate ,periode 4 november ke 4 desember bikin rugi bgt udh buka noice premium eh malah podcaster nya gak ada updateupdate,periode 4 november 4 desember bikin rugi bgt udh buka noice premium eh podcaster nya gak updateupdate,periode 4 november 4 desember bikin rugi banget sudah buka noice premium eh podcaster nya enggak updateupdate,"['periode', '4', 'november', '4', 'desember', 'bikin', 'rugi', 'banget', 'sudah', 'buka', 'noice', 'premium', 'eh', 'podcaster', 'nya', 'enggak', 'updateupdate']"
189,Wooy noice kepada aku liat podcast tiba-tiba ganti ke podcast yang lain anjir noice kntl,0,-1,0,wooy noice kepada aku liat podcast tiba-tiba ganti ke podcast yang lain anjir noice kntl,wooy noice kepada aku liat podcast tibatiba ganti ke podcast yang lain anjir noice kntl,wooy noice kepada aku liat podcast tibatiba ganti ke podcast yang lain anjir noice kntl,wooy noice liat podcast tibatiba ganti podcast anjir noice kntl,wooy noice lihat podcast tibatiba ganti podcast anjir noice kntl,"['wooy', 'noice', 'lihat', 'podcast', 'tibatiba', 'ganti', 'podcast', 'anjir', 'noice', 'kntl']"
190,saya pakai untukradio streaming lokal bali dari luar bali cepet banget hampir tidak ada bupper.,0,1,0,saya pakai untukradio streaming lokal bali dari luar bali cepet banget hampir tidak ada bupper.,saya pakai untukradio streaming lokal bali dari luar bali cepet banget hampir tidak ada bupper,saya pakai untukradio streaming lokal bali dari luar bali cepet banget hampir tidak ada bupper,pakai untukradio streaming lokal bali bali cepet banget tidak bupper,pakai untukradio streaming lokal bali bali cepat banget tidak bupper,"['pakai', 'untukradio', 'streaming', 'lokal', 'bali', 'bali', 'cepat', 'banget', 'tidak', 'bupper']"
191,Mantap terus maju layanan publik yang terintegrasi untuk pengguna noice di seluruh dunia dari Indonesia untuk Indonesia dan dan dunia 🇮🇩,0,0,0,mantap terus maju layanan publik yang terintegrasi untuk pengguna noice di seluruh dunia dari indonesia untuk indonesia dan dan dunia 🇮🇩,mantap terus maju layanan publik yang terintegrasi untuk pengguna noice di seluruh dunia dari indonesia untuk indonesia dan dan dunia ,mantap terus maju layanan publik yang terintegrasi untuk pengguna noice di seluruh dunia dari indonesia untuk indonesia dan dan dunia,mantap maju layanan publik terintegrasi pengguna noice dunia indonesia indonesia dunia,mantap maju layanan publik terintegrasi pengguna noice dunia indonesia indonesia dunia,"['mantap', 'maju', 'layanan', 'publik', 'terintegrasi', 'pengguna', 'noice', 'dunia', 'indonesia', 'indonesia', 'dunia']"
192,Kenapa nggak bisa memutar yang sudah di download... Itu pun konten yang gratis...,0,-1,0,kenapa nggak bisa memutar yang sudah di download... itu pun konten yang gratis...,kenapa nggak bisa memutar yang sudah di download itu pun konten yang gratis,kenapa nggak bisa memutar yang sudah di download itu pun konten yang gratis,nggak memutar download konten gratis,enggak memutar download konten gratis,"['enggak', 'memutar', 'download', 'konten', 'gratis']"
193,Kecewa udah ga bisa offline skrg. Padahal ini aplikasi fav. Gua dulu.,0,0,0,kecewa udah ga bisa offline skrg. padahal ini aplikasi fav. gua dulu.,kecewa udah ga bisa offline skrg padahal ini aplikasi fav gua dulu,kecewa udah ga bisa offline skrg padahal ini aplikasi fav gua dulu,kecewa udah ga offline skrg aplikasi fav gua,kecewa sudah enggak offline sekarang aplikasi favorit gua,"['kecewa', 'sudah', 'enggak', 'offline', 'sekarang', 'aplikasi', 'favorit', 'gua']"
194,"Jelek , jauh bagusan spotify",0,0,0,"jelek , jauh bagusan spotify",jelek  jauh bagusan spotify,jelek  jauh bagusan spotify,jelek bagusan spotify,jelek bagusan spotify,"['jelek', 'bagusan', 'spotify']"
195,"Setelah di update aplikasi makin sulit, loadingnya lama banget, padahal sinyal kuat, kuota masih ada, sampah hp udah dibersihin, perangkat mendukung, WHY NOICE ???? Dan sekarang makin gak bisa di denger offline, didownload tapi harus online ? Mengecewakan.",0,-1,-1,"setelah di update aplikasi makin sulit, loadingnya lama banget, padahal sinyal kuat, kuota masih ada, sampah hp udah dibersihin, perangkat mendukung, why noice ???? dan sekarang makin gak bisa di denger offline, didownload tapi harus online ? mengecewakan.",setelah di update aplikasi makin sulit loadingnya lama banget padahal sinyal kuat kuota masih ada sampah hp udah dibersihin perangkat mendukung why noice  dan sekarang makin gak bisa di denger offline didownload tapi harus online  mengecewakan,setelah di update aplikasi makin sulit loadingnya lama banget padahal sinyal kuat kuota masih ada sampah hp udah dibersihin perangkat mendukung why noice  dan sekarang makin gak bisa di denger offline didownload tapi harus online  mengecewakan,update aplikasi sulit loadingnya banget sinyal kuat kuota sampah hp udah dibersihin perangkat mendukung why noice gak denger offline didownload online mengecewakan,update aplikasi sulit loadingnya banget sinyal kuat kuota sampah hp sudah dibersihin perangkat mendukung why noice enggak dengar offline didownload online mengecewakan,"['update', 'aplikasi', 'sulit', 'loadingnya', 'banget', 'sinyal', 'kuat', 'kuota', 'sampah', 'hp', 'sudah', 'dibersihin', 'perangkat', 'mendukung', 'why', 'noice', 'enggak', 'dengar', 'offline', 'didownload', 'online', 'mengecewakan']"
196,"Iklannya makin nyebelin, tak bisa minimize dan berdurasi panjang",0,-1,0,"iklannya makin nyebelin, tak bisa minimize dan berdurasi panjang",iklannya makin nyebelin tak bisa minimize dan berdurasi panjang,iklannya makin nyebelin tak bisa minimize dan berdurasi panjang,iklannya nyebelin minimize berdurasi,iklannya menyebalkan minimize berdurasi,"['iklannya', 'menyebalkan', 'minimize', 'berdurasi']"
197,"Bagus bgt, tpi knapa belakangan ini nyedot kuotanya gde bgt smpe 1.9Gb ya? Pdhal hanya konten audio",0,-1,0,"bagus bgt, tpi knapa belakangan ini nyedot kuotanya gde bgt smpe 1.9gb ya? pdhal hanya konten audio",bagus bgt tpi knapa belakangan ini nyedot kuotanya gde bgt smpe 19gb ya pdhal hanya konten audio,bagus bgt tpi knapa belakangan ini nyedot kuotanya gde bgt smpe 19gb ya pdhal hanya konten audio,bagus bgt tpi knapa nyedot kuotanya gde bgt smpe 19gb ya pdhal konten audio,bagus banget tapi knapa nyedot kuotanya gede banget sampai 19gb ya padahal konten audio,"['bagus', 'banget', 'tapi', 'knapa', 'nyedot', 'kuotanya', 'gede', 'banget', 'sampai', '19gb', 'ya', 'padahal', 'konten', 'audio']"
198,"Kalau bisa, hadirin juga versi TVnya biar bisa denger podcast dri TV",0,0,0,"kalau bisa, hadirin juga versi tvnya biar bisa denger podcast dri tv",kalau bisa hadirin juga versi tvnya biar bisa denger podcast dri tv,kalau bisa hadirin juga versi tvnya biar bisa denger podcast dri tv,hadirin versi tvnya biar denger podcast dri tv,hadirin versi tvnya biar dengar podcast dari tv,"['hadirin', 'versi', 'tvnya', 'biar', 'dengar', 'podcast', 'dari', 'tv']"
199,"Abis di update suara makin kecil volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya, pas coba music biasa dari hp volume up emng kenceng payah minta update mulu bknnya makin bnr malah down",0,-1,0,"abis di update suara makin kecil volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya, pas coba music biasa dari hp volume up emng kenceng payah minta update mulu bknnya makin bnr malah down",abis di update suara makin kecil volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya pas coba music biasa dari hp volume up emng kenceng payah minta update mulu bknnya makin bnr malah down,abis di update suara makin kecil volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya pas coba music biasa dari hp volume up emng kenceng payah minta update mulu bknnya makin bnr malah down,abis update suara volume udah up pdhl kirain hp gw yg error gataunya emng aplikasinya pas coba music hp volume up emng kenceng payah update mulu bknnya bnr down,habis update suara volume sudah up padahal mengira hp gue yang error enggak taunya memang aplikasinya pas coba music hp volume up memang kencang payah update mulu bknnya benar down,"['habis', 'update', 'suara', 'volume', 'sudah', 'up', 'padahal', 'mengira', 'hp', 'gue', 'yang', 'error', 'enggak', 'taunya', 'memang', 'aplikasinya', 'pas', 'coba', 'music', 'hp', 'volume', 'up', 'memang', 'kencang', 'payah', 'update', 'mulu', 'bknnya', 'benar', 'down']"
200,Keren Noice di perbanyak kontennya,0,0,0,keren noice di perbanyak kontennya,keren noice di perbanyak kontennya,keren noice di perbanyak kontennya,keren noice perbanyak kontennya,keren noice perbanyak kontennya,"['keren', 'noice', 'perbanyak', 'kontennya']"
201,Guna didownload buat apa bila kalau di play harus loding tunggu online💩,0,-1,0,guna didownload buat apa bila kalau di play harus loding tunggu online💩,guna didownload buat apa bila kalau di play harus loding tunggu online,guna didownload buat apa bila kalau di play harus loding tunggu online,didownload play loding tunggu online,didownload play loding tunggu online,"['didownload', 'play', 'loding', 'tunggu', 'online']"
202,Banyak bgt iklan ngeganggu di tengah tengah. Padahal di awal udah ada 2 iklan dan nggak bisa diskip pulak,0,0,0,banyak bgt iklan ngeganggu di tengah tengah. padahal di awal udah ada 2 iklan dan nggak bisa diskip pulak,banyak bgt iklan ngeganggu di tengah tengah padahal di awal udah ada 2 iklan dan nggak bisa diskip pulak,banyak bgt iklan ngeganggu di tengah tengah padahal di awal udah ada 2 iklan dan nggak bisa diskip pulak,bgt iklan ngeganggu udah 2 iklan nggak diskip pulak,banget iklan ngeganggu sudah 2 iklan enggak diskip pula,"['banget', 'iklan', 'ngeganggu', 'sudah', '2', 'iklan', 'enggak', 'diskip', 'pula']"
203,"Tolong dong noice kalo masukin iklan itu setelah user memilih pilihan podcast. Ini belom apa apa udh iklan, trus baru milih podcast iklan lagi.. iklan mulu.. Iklan boleh tapi ya jangan baru mau milih podcast udah iklan juga dong. Kan gajelas. Contoh youtube tu dia kasih kita pilihan untuk klik video yg mau kita tonton, nah baru dikasih iklan sama dia. Lah ini milih juga belum udh iklan. Hadehhhhhh bintang 1 ah tadinya udh bintang 5 paten",0,0,0,"tolong dong noice kalo masukin iklan itu setelah user memilih pilihan podcast. ini belom apa apa udh iklan, trus baru milih podcast iklan lagi.. iklan mulu.. iklan boleh tapi ya jangan baru mau milih podcast udah iklan juga dong. kan gajelas. contoh youtube tu dia kasih kita pilihan untuk klik video yg mau kita tonton, nah baru dikasih iklan sama dia. lah ini milih juga belum udh iklan. hadehhhhhh bintang 1 ah tadinya udh bintang 5 paten",tolong dong noice kalo masukin iklan itu setelah user memilih pilihan podcast ini belom apa apa udh iklan trus baru milih podcast iklan lagi iklan mulu iklan boleh tapi ya jangan baru mau milih podcast udah iklan juga dong kan gajelas contoh youtube tu dia kasih kita pilihan untuk klik video yg mau kita tonton nah baru dikasih iklan sama dia lah ini milih juga belum udh iklan hadehhhhhh bintang 1 ah tadinya udh bintang 5 paten,tolong dong noice kalo masukin iklan itu setelah user memilih pilihan podcast ini belom apa apa udh iklan trus baru milih podcast iklan lagi iklan mulu iklan boleh tapi ya jangan baru mau milih podcast udah iklan juga dong kan gajelas contoh youtube tu dia kasih kita pilihan untuk klik video yg mau kita tonton nah baru dikasih iklan sama dia lah ini milih juga belum udh iklan hadehhhhhh bintang 1 ah tadinya udh bintang 5 paten,tolong noice kalo masukin iklan user memilih pilihan podcast belom udh iklan trus milih podcast iklan iklan mulu iklan ya milih podcast udah iklan gajelas contoh youtube tu kasih pilihan klik video yg tonton dikasih iklan milih udh iklan hadehhhhhh bintang 1 ah udh bintang 5 paten,tolong noice kalo masukin iklan user memilih pilihan podcast belum sudah iklan terus memilih podcast iklan iklan mulu iklan ya memilih podcast sudah iklan enggak jelas contoh youtube itu kasih pilihan klik video yang tonton dikasih iklan memilih sudah iklan hadehhhhhh bintang 1 ah sudah bintang 5 paten,"['tolong', 'noice', 'kalo', 'masukin', 'iklan', 'user', 'memilih', 'pilihan', 'podcast', 'belum', 'sudah', 'iklan', 'terus', 'memilih', 'podcast', 'iklan', 'iklan', 'mulu', 'iklan', 'ya', 'memilih', 'podcast', 'sudah', 'iklan', 'enggak', 'jelas', 'contoh', 'youtube', 'itu', 'kasih', 'pilihan', 'klik', 'video', 'yang', 'tonton', 'dikasih', 'iklan', 'memilih', 'sudah', 'iklan', 'hadehhhhhh', 'bintang', '1', 'ah', 'sudah', 'bintang', '5', 'paten']"
204,berapa lama bert... berapa lama bert... berapa lama bert...,0,0,0,berapa lama bert... berapa lama bert... berapa lama bert...,berapa lama bert berapa lama bert berapa lama bert,berapa lama bert berapa lama bert berapa lama bert,bert bert bert,bert bert bert,"['bert', 'bert', 'bert']"
205,"Kok black green, lama bener loading nya",-1,0,-1,"kok black green, lama bener loading nya",kok black green lama bener loading nya,kok black green lama bener loading nya,black green bener loading nya,black green benar loading nya,"['black', 'green', 'benar', 'loading', 'nya']"
206,"Bagi orang yang suka radio, sulit untuk tidak suka app ini.",0,0,0,"bagi orang yang suka radio, sulit untuk tidak suka app ini.",bagi orang yang suka radio sulit untuk tidak suka app ini,bagi orang yang suka radio sulit untuk tidak suka app ini,orang suka radio sulit tidak suka app,orang suka radio sulit tidak suka app,"['orang', 'suka', 'radio', 'sulit', 'tidak', 'suka', 'app']"
207,Parah tidak bisa masuk. Masa pas membaca peraturan tidak ada lanjutkan.,-1,0,-1,parah tidak bisa masuk. masa pas membaca peraturan tidak ada lanjutkan.,parah tidak bisa masuk masa pas membaca peraturan tidak ada lanjutkan,parah tidak bisa masuk masa pas membaca peraturan tidak ada lanjutkan,parah tidak masuk pas membaca peraturan tidak lanjutkan,parah tidak masuk pas membaca peraturan tidak lanjutkan,"['parah', 'tidak', 'masuk', 'pas', 'membaca', 'peraturan', 'tidak', 'lanjutkan']"
208,recomended buat yang males baca tinggal dengerin aja podcast,0,0,0,recomended buat yang males baca tinggal dengerin aja podcast,recomended buat yang males baca tinggal dengerin aja podcast,recomended buat yang males baca tinggal dengerin aja podcast,recomended males baca tinggal dengerin aja podcast,recomended malas baca tinggal dengarkan saja podcast,"['recomended', 'malas', 'baca', 'tinggal', 'dengarkan', 'saja', 'podcast']"
209,"jangan lupa dengerin berizik, podcast musik paling gaul",0,0,0,"jangan lupa dengerin berizik, podcast musik paling gaul",jangan lupa dengerin berizik podcast musik paling gaul,jangan lupa dengerin berizik podcast musik paling gaul,lupa dengerin berizik podcast musik gaul,lupa dengarkan berizik podcast musik gaul,"['lupa', 'dengarkan', 'berizik', 'podcast', 'musik', 'gaul']"
210,"Dikit"" berenti mulu yg diputer, aneh bngt",0,-1,0,"dikit"" berenti mulu yg diputer, aneh bngt",dikit berenti mulu yg diputer aneh bngt,dikit berenti mulu yg diputer aneh bngt,dikit berenti mulu yg diputer aneh bngt,dikit berenti mulu yang diputer aneh banget,"['dikit', 'berenti', 'mulu', 'yang', 'diputer', 'aneh', 'banget']"
211,"ini cocok, buat saya.. krn lagu2 yg saya suka bs dibuat jd nada dering hp..",0,0,0,"ini cocok, buat saya.. krn lagu2 yg saya suka bs dibuat jd nada dering hp..",ini cocok buat saya krn lagu2 yg saya suka bs dibuat jd nada dering hp,ini cocok buat saya krn lagu2 yg saya suka bs dibuat jd nada dering hp,cocok krn lagu2 yg suka bs jd nada dering hp,cocok karena lagu-lagu yang suka bisa jadi nada dering hp,"['cocok', 'karena', 'lagu-lagu', 'yang', 'suka', 'bisa', 'jadi', 'nada', 'dering', 'hp']"
212,Makin ga sreg noice ini,0,0,0,makin ga sreg noice ini,makin ga sreg noice ini,makin ga sreg noice ini,ga sreg noice,enggak sreg noice,"['enggak', 'sreg', 'noice']"
213,"bagus banget.. 👍tempat kumpul audio konten , podcast radio musik",0,0,0,"bagus banget.. 👍tempat kumpul audio konten , podcast radio musik",bagus banget tempat kumpul audio konten  podcast radio musik,bagus banget tempat kumpul audio konten  podcast radio musik,bagus banget kumpul audio konten podcast radio musik,bagus banget kumpul audio konten podcast radio musik,"['bagus', 'banget', 'kumpul', 'audio', 'konten', 'podcast', 'radio', 'musik']"
214,"Sekarang jadi aplikasi yang sering saya gunakan, mantab",0,0,0,"sekarang jadi aplikasi yang sering saya gunakan, mantab",sekarang jadi aplikasi yang sering saya gunakan mantab,sekarang jadi aplikasi yang sering saya gunakan mantab,aplikasi mantab,aplikasi mantab,"['aplikasi', 'mantab']"
215,"Tolong bikin noice khusus audio aja tanpa vidio, atau noice lite. Sekarang noice tambah ribet",-1,0,0,"tolong bikin noice khusus audio aja tanpa vidio, atau noice lite. sekarang noice tambah ribet",tolong bikin noice khusus audio aja tanpa vidio atau noice lite sekarang noice tambah ribet,tolong bikin noice khusus audio aja tanpa vidio atau noice lite sekarang noice tambah ribet,tolong bikin noice khusus audio aja vidio noice lite noice ribet,tolong bikin noice khusus audio saja vidio noice lite noice ribet,"['tolong', 'bikin', 'noice', 'khusus', 'audio', 'saja', 'vidio', 'noice', 'lite', 'noice', 'ribet']"
216,"Usul, agar menyebarkan podcastnya setiap saat tidak hanya sehari sekali.",0,0,0,"usul, agar menyebarkan podcastnya setiap saat tidak hanya sehari sekali.",usul agar menyebarkan podcastnya setiap saat tidak hanya sehari sekali,usul agar menyebarkan podcastnya setiap saat tidak hanya sehari sekali,usul menyebarkan podcastnya tidak sehari,usul menyebarkan podcastnya tidak sehari,"['usul', 'menyebarkan', 'podcastnya', 'tidak', 'sehari']"
217,keren tp kuotane entek akeh,0,0,0,keren tp kuotane entek akeh,keren tp kuotane entek akeh,keren tp kuotane entek akeh,keren tp kuotane entek akeh,keren tapi kuotane entek akeh,"['keren', 'tapi', 'kuotane', 'entek', 'akeh']"
218,Apk apa ini Banyak sekali iklan nya,0,0,0,apk apa ini banyak sekali iklan nya,apk apa ini banyak sekali iklan nya,apk apa ini banyak sekali iklan nya,apk iklan nya,aplikasi iklan nya,"['aplikasi', 'iklan', 'nya']"
219,aku sungguh menyukai aplikasi Noice. sungguh bagus makanya aku kasih bintang 5,0,0,0,aku sungguh menyukai aplikasi noice. sungguh bagus makanya aku kasih bintang 5,aku sungguh menyukai aplikasi noice sungguh bagus makanya aku kasih bintang 5,aku sungguh menyukai aplikasi noice sungguh bagus makanya aku kasih bintang 5,sungguh menyukai aplikasi noice sungguh bagus kasih bintang 5,sungguh menyukai aplikasi noice sungguh bagus kasih bintang 5,"['sungguh', 'menyukai', 'aplikasi', 'noice', 'sungguh', 'bagus', 'kasih', 'bintang', '5']"
220,kenapa dah gak bisa play di web kayak dulu? hadehh,0,0,0,kenapa dah gak bisa play di web kayak dulu? hadehh,kenapa dah gak bisa play di web kayak dulu hadehh,kenapa dah gak bisa play di web kayak dulu hadehh,dah gak play web kayak hadehh,deh enggak play web kayak hadehh,"['deh', 'enggak', 'play', 'web', 'kayak', 'hadehh']"
221,Iklan sih bole..tapi jangan kebanyakan juga Udah over iklan kalian,0,0,0,iklan sih bole..tapi jangan kebanyakan juga udah over iklan kalian,iklan sih boletapi jangan kebanyakan juga udah over iklan kalian,iklan sih boletapi jangan kebanyakan juga udah over iklan kalian,iklan sih boletapi kebanyakan udah over iklan,iklan sih boletapi kebanyakan sudah over iklan,"['iklan', 'sih', 'boletapi', 'kebanyakan', 'sudah', 'over', 'iklan']"
222,"Gaperlu rebutan radio mobil. Skrg udh bisa nampilin judul lagu yg diputar. Tp tolong tingkatkan lg, biar bisa keliatan full judul lagu yg sedang diputar gacuma sepotong aja, terimakasih",0,0,0,"gaperlu rebutan radio mobil. skrg udh bisa nampilin judul lagu yg diputar. tp tolong tingkatkan lg, biar bisa keliatan full judul lagu yg sedang diputar gacuma sepotong aja, terimakasih",gaperlu rebutan radio mobil skrg udh bisa nampilin judul lagu yg diputar tp tolong tingkatkan lg biar bisa keliatan full judul lagu yg sedang diputar gacuma sepotong aja terimakasih,gaperlu rebutan radio mobil skrg udh bisa nampilin judul lagu yg diputar tp tolong tingkatkan lg biar bisa keliatan full judul lagu yg sedang diputar gacuma sepotong aja terimakasih,gaperlu rebutan radio mobil skrg udh nampilin judul lagu yg diputar tp tolong tingkatkan lg biar keliatan full judul lagu yg diputar gacuma sepotong aja terimakasih,gaperlu rebutan radio mobil sekarang sudah nampilin judul lagu yang diputar tapi tolong tingkatkan lagi biar kelihatan full judul lagu yang diputar gacuma sepotong saja terimakasih,"['gaperlu', 'rebutan', 'radio', 'mobil', 'sekarang', 'sudah', 'nampilin', 'judul', 'lagu', 'yang', 'diputar', 'tapi', 'tolong', 'tingkatkan', 'lagi', 'biar', 'kelihatan', 'full', 'judul', 'lagu', 'yang', 'diputar', 'gacuma', 'sepotong', 'saja', 'terimakasih']"
